Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
voltage-acrylic-on-canvas-80-x-60-x-4-cm,"""Voltage""","<div class=""OutlineElement Ltr SCXW123322585 BCX0"">
<p class=""Paragraph SCXW123322585 BCX0""><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0"">Voltage</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0""> crackles with intensity, a visual surge of energy frozen in motion. Striking bands of vivid red pulse across a smoky, layered backdrop of charcoal grey, shadowy blacks, and subtle sparks of yellow and white. The textured surface amplifies the drama, adding depth and tension to every brushstroke. Perfect for collectors who seek artwork that commands attention and radiates power, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0"">Voltage</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0""> infuses any space with bold, electrifying energy.</span></span><span class=""EOP SCXW123322585 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW123322585 BCX0"">
<p class=""Paragraph SCXW123322585 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0""> 80 x 60 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW123322585 BCX0"">4 cm</span></span><span class=""EOP SCXW123322585 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW123322585 BCX0"">
<p class=""Paragraph SCXW123322585 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW123322585 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW123322585 BCX0"">
<p class=""Paragraph SCXW123322585 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW123322585 BCX0""><span class=""NormalTextRun SCXW123322585 BCX0""> Ready to hang</span></span><span class=""EOP SCXW123322585 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,550.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/voltage3.jpg?v=1746615173,1,"",false,,,gray,modern; canvas; acrylic,art,,kg,,,active
voltage-acrylic-on-canvas-80-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/voltage1.jpg?v=1746615173,2,"",,,,,,,,,,,
voltage-acrylic-on-canvas-80-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/voltage2.jpg?v=1746615173,3,"",,,,,,,,,,,
voltage-acrylic-on-canvas-80-x-60-x-4-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Voltage.jpg?v=1746615173,4,"",,,,,,,,,,,
turquoise-mist-acrylic-on-canvas-100-x-70-cm,"""Turquoise Mist""","<div class=""OutlineElement Ltr SCXW57174189 BCX0"">
<p class=""Paragraph SCXW57174189 BCX0""><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">Let your senses drift into the refreshing embrace of </span></span><em><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">Turquoise Mist</span></span></em><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">. Swirling layers of deep turquoise, soft greys, crisp whites, and touches of gold create a breathtaking, almost atmospheric flow. The composition feels alive, like rolling clouds or mist over water, with dynamic textures that capture both motion and tranquility. Ideal for collectors drawn to nature’s fluid beauty, <em>T</em></span></span><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0""><em>urquoise Mist</em></span></span><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0""><em> </em></span></span><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">brings a breath of fresh air and quiet sophistication to any space.</span></span><span data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}' class=""EOP SCXW57174189 BCX0""> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW57174189 BCX0"">
<p class=""Paragraph SCXW57174189 BCX0""><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">Size:</span></span><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0""> 100 x 70 </span></span><span data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}' class=""EOP SCXW57174189 BCX0""> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW57174189 BCX0"">
<p class=""Paragraph SCXW57174189 BCX0""><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">Medium:</span></span><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0""> Acrylic on canvas</span></span><span data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}' class=""EOP SCXW57174189 BCX0""> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW57174189 BCX0"">
<p class=""Paragraph SCXW57174189 BCX0""><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0"">Finish:</span></span><span class=""TextRun SCXW57174189 BCX0"" lang=""EN-US"" data-contrast=""auto""><span class=""NormalTextRun SCXW57174189 BCX0""> Ready to hang</span></span><span data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}' class=""EOP SCXW57174189 BCX0""> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",2000.0,shopify,1,deny,manual,550.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/TurquoiseMist2_d3e96df1-cae3-440d-8172-e19b1e50a56d.jpg?v=1746615212,1,"",false,,,gray; blue; green,canvas; modern; acrylic,art,,kg,,,active
turquoise-mist-acrylic-on-canvas-100-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/turquoisemist1.jpg?v=1746615212,2,"",,,,,,,,,,,
turquoise-mist-acrylic-on-canvas-100-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/turquoisemist3.jpg?v=1746615212,3,"",,,,,,,,,,,
turquoise-mist-acrylic-on-canvas-100-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/turquoisemist4.jpg?v=1746615208,4,"",,,,,,,,,,,
turquoise-mist-acrylic-on-canvas-100-x-70-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Turquoisemist.jpg?v=1746615208,5,"",,,,,,,,,,,
mr-brown-acrylic-on-canvas-80-x-60-cm,"""Mr. Brown""","<div class=""OutlineElement Ltr SCXW262603646 BCX0"">
<p class=""Paragraph SCXW262603646 BCX0""><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0"">Mr. Brown</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0""><em> </em>commands attention with its earthy warmth and fearless energy. Rich chocolate and bronze tones are ignited by bold streaks of fiery orange and crisp splashes of white, creating a striking balance between grounded depth and spontaneous expression. Fluid lines and energetic splatters infuse the piece with movement and vitality, making it perfect for collectors who appreciate artworks with both elegance and attitude. </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0"">Mr. Brown</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0""><em> </em>brings a sophisticated boldness to any modern space.</span></span><span class=""EOP SCXW262603646 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW262603646 BCX0"">
<p class=""Paragraph SCXW262603646 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0""> 80 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW262603646 BCX0"">60 cm</span></span><span class=""EOP SCXW262603646 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW262603646 BCX0"">
<p class=""Paragraph SCXW262603646 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW262603646 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW262603646 BCX0"">
<p class=""Paragraph SCXW262603646 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW262603646 BCX0""><span class=""NormalTextRun SCXW262603646 BCX0""> Ready to hang</span></span><span class=""EOP SCXW262603646 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",2000.0,shopify,1,deny,manual,450.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Mr.Brown2.jpg?v=1746530382,1,"",false,,,,acrylic,art,,kg,,,active
mr-brown-acrylic-on-canvas-80-x-60-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Mr.Brown1.jpg?v=1746530382,2,"",,,,,,,,,,,
mr-brown-acrylic-on-canvas-80-x-60-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Mr.Brown3.jpg?v=1746530382,3,"",,,,,,,,,,,
mr-brown-acrylic-on-canvas-80-x-60-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Mr.Brown.jpg?v=1746530382,4,"",,,,,,,,,,,
golden-green-acrylic-on-canvas-80-x-80-cm,"""Golden Green""","<div class=""OutlineElement Ltr SCXW217561515 BCX0"">
<p class=""Paragraph SCXW217561515 BCX0""><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0"">Golden Green</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0""> is a celebration of texture and depth, where nature’s raw beauty meets refined artistry. Thick, sculptural layers of emerald green and burnished gold create a tactile landscape that invites both touch and contemplation. Every ridge and groove </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW217561515 BCX0"">catches</span><span class=""NormalTextRun SCXW217561515 BCX0""> the light, shifting the mood of the piece throughout the day. Perfect for collectors drawn to artworks that feel alive and elemental, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0"">Golden Green</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0""> brings a sense of luxury and organic richness to any space.</span></span><span class=""EOP SCXW217561515 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW217561515 BCX0"">
<p class=""Paragraph SCXW217561515 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0""> 80 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW217561515 BCX0"">80 cm</span></span><span class=""EOP SCXW217561515 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW217561515 BCX0"">
<p class=""Paragraph SCXW217561515 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0""> Acrylic on canvas with rich texture</span></span><span class=""EOP SCXW217561515 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW217561515 BCX0"">
<p class=""Paragraph SCXW217561515 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW217561515 BCX0""><span class=""NormalTextRun SCXW217561515 BCX0""> Ready to hang</span></span><span class=""EOP SCXW217561515 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,630.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/goldengreen3.jpg?v=1746615366,1,"",false,,,beige,acrylic,art,,kg,,,active
golden-green-acrylic-on-canvas-80-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/goldengreen1.jpg?v=1746615366,2,"",,,,,,,,,,,
golden-green-acrylic-on-canvas-80-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/GoldenGreen.jpg?v=1746528394,3,"",,,,,,,,,,,
golden-green-acrylic-on-canvas-80-x-80-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/goldengreen2.jpg?v=1744281968,4,"",,,,,,,,,,,
electric-acrylic-on-canvas-70-x-50-cm,"""Electric""","<div class=""OutlineElement Ltr SCXW169378552 BCX0"">
<p class=""Paragraph SCXW169378552 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0"">Vibrant and untamed, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0"">Electric</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0""> crackles with kinetic energy. Daring strokes of </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW169378552 BCX0"">ochre yellow</span><span class=""NormalTextRun SCXW169378552 BCX0"">, crimson, and </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW169378552 BCX0"">sky blue</span><span class=""NormalTextRun SCXW169378552 BCX0""> pulse against a moody backdrop of charcoal and deep rust, while spontaneous splashes and fluid lines spark across the surface like flashes of inspiration. This compact yet commanding piece radiates momentum and raw creativity, perfect for collectors who crave art that energizes their space and sparks conversation.</span></span><span class=""EOP SCXW169378552 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW169378552 BCX0"">
<p class=""Paragraph SCXW169378552 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0""> 70 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW169378552 BCX0"">50 cm</span></span><span class=""EOP SCXW169378552 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW169378552 BCX0"">
<p class=""Paragraph SCXW169378552 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW169378552 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW169378552 BCX0"">
<p class=""Paragraph SCXW169378552 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW169378552 BCX0""><span class=""NormalTextRun SCXW169378552 BCX0""> Ready to hang</span></span><span class=""EOP SCXW169378552 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",2000.0,shopify,1,deny,manual,450.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/electric2.jpg?v=1746528501,1,"",false,,,blue,acrylic,art,,kg,,,active
electric-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/electric1.jpg?v=1746615392,2,"",,,,,,,,,,,
electric-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/electric3.jpg?v=1746615392,3,"",,,,,,,,,,,
electric-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Electric.jpg?v=1746615392,4,"",,,,,,,,,,,
electric-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/electric4.jpg?v=1744122953,5,"",,,,,,,,,,,
dynamic-acrylic-on-canvas-70-x-50-cm,"""Dynamic""","<div class=""OutlineElement Ltr SCXW72937705 BCX0"">
<p class=""Paragraph SCXW72937705 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0"">Alive with movement and fearless expression, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0"">Dynamic</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0""> is a bold statement of energy in motion. Electric teal lines sweep confidently across a textured backdrop of deep mauves, charcoal blacks, and smoky greys, creating a visual rhythm that feels spontaneous yet intentional. Compact yet impactful, this piece commands attention and infuses any space with vitality. Ideal for collectors who crave art that energizes and invigorates, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0"">Dynamic</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0""> turns walls into canvases of motion and creativity.</span></span><span class=""EOP SCXW72937705 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW72937705 BCX0"">
<p class=""Paragraph SCXW72937705 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0""> 70 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW72937705 BCX0"">50 cm</span></span><span class=""EOP SCXW72937705 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW72937705 BCX0"">
<p class=""Paragraph SCXW72937705 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW72937705 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW72937705 BCX0"">
<p class=""Paragraph SCXW72937705 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW72937705 BCX0""><span class=""NormalTextRun SCXW72937705 BCX0""> Ready to hang</span></span><span class=""EOP SCXW72937705 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",2000.0,shopify,1,deny,manual,380.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dynamic2.jpg?v=1746528621,1,"",false,,,pink,acrylic,art,,kg,,,active
dynamic-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dynamic1.jpg?v=1746528621,2,"",,,,,,,,,,,
dynamic-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Dynamic.jpg?v=1746528612,3,"",,,,,,,,,,,
dynamic-acrylic-on-canvas-70-x-50-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dynamic3.jpg?v=1744122870,4,"",,,,,,,,,,,
